,sentiment,content
8557,neutral,homework
8558,neutral,time germany went fast day left hopefully move soon
8559,neutral,mcraddictal
8560,0,solangeknowles freaking awesome solange happy mother s day wish mom like you sad blah best wish
8561,0,one bringing snack
8562,neutral,markman lol insane think heard song b
8563,neutral,mikegrace yeah actually went room at look counter
8564,0,sigh i m going bed feel right anymore
8565,neutral,frphoto picture bliss jpeg format sorry message board terminology u play w u board
8566,neutral,love dad said he d ready go like pm i m still working
8567,0,message songoftheoss could let people know booted
8568,neutral,chontellebourke try care mum say
8569,neutral,dyed hair quot back black quot
8570,0,last wrte again got bored previous days
8571,0,emiily kate know heap awesome working weekend
8572,neutral,patricklanglois http twitpic com wz patrick come say hi
8573,0,want see drag hell get feeling none friend go w
8574,0,wossy juleskaos good show killer rock cut em short
8575,0,love movie grease can t believe jeff conaway guy played kenickie so sad see celebrity rehab
8576,neutral,still hour home day begun gonna drink lot coffee today
8577,0,sarahfenn prefer overcast day too sorry hot are
8578,0,ankurb english screwed overall percentage x xii probably adm test too shit happens
8579,neutral,kayleigh stack nearly there
8580,neutral,sweet dream
8581,neutral,kinkyinktattoos always wanted go oz
8582,neutral,next song axed ombra mai fï¿½ ï¿½ largo ï¿½ hï¿½ndel
8583,neutral,friday night gone quickly bottle s gone tomorrow come everton
8584,0,oh god twitter feed taken geeky stuff bmw brampitolo kodinlanewave kenkeiter funny wish understood
8585,neutral,tccrtr heyy rayleneornelas told follow u whatsup
8586,0,yassak hate her love her presentation got cancelled got went work today pitch
8587,neutral,darrenporter hehe nice try
8588,neutral,online
8589,0,djcrmix raining every single afternoon s florida fair hehe
8590,neutral,idk yet jersey gyrl wanna go soon tho but want tweeps
8591,neutral,eating pringles nearly really reminds touring jonas brother don t ask i miss much
8592,neutral,captainceej jungle book mary poppins bug life depending want cartoon live action cgi
8593,neutral,kreativemess ah yes know feeling
8594,neutral,trending topic happy star war day
8595,0,fam back big island said vog bad can t see ocean sad
8596,neutral,jewel lia grabbed way work
8597,0,parent withdrew permission last moment going along tomorrow s sac trip idp camp pakistan idprelief
8598,0,flu pas unto andy went shopping got fresh chicken chicken soup but d amp d sat is sad panda
8599,neutral,good morning fellow tweeter
8600,neutral,new book sigh probably reread gaiman s quot american god quot murakami s quot wind up bird chronicle quot
8601,0,geminianeyes didnt research traffic beautiful system twitter approx msg second mine grab msg sec
8602,0,course rain five minute finish watering flower took half hour water too
8603,neutral,free unlimited ringtones http tinyurl com freeringring usa awesome iphone
8604,0,hey guy sun make day gloomy
8605,neutral,qdobamexgrill know won
8606,0,amazing hollyoaks poor warren lmao
8607,neutral,grentone content content content gah story life right thx reminding me that s v tweeting
8608,neutral,hate different referenced assembly fnh go castle caliburn mention dynamicproxy nh
8609,neutral,back spain
8610,neutral,britt uh knee
8611,0,nancy got tweet suck love
8612,0,soooo hungry waiting bf get home car trouble waiting mechanic help him
8613,0,going entertain request reducing shipping cost using registered post instead courier on
8614,0,lt i gt waiting natie come online miss
8615,neutral,painting
8616,neutral,watching bruce almighty
8617,neutral,name toggling google suggestion help searching quot ganesh jaju quot clicking link
8618,0,whitney g day hasnt without ur running conversation day
8619,neutral,pmed awesome good luck kegging need get instead bottling
8620,neutral,trying get enjoy weather amp train little minor beer tasting activity took place yesterday opsaksa etc
8621,neutral,trying work
8622,0,michael scholfield more dead sorry
8623,neutral,bella b met jonbreisnes epic said s coffee thought meant sitting drinking lot coffee
8624,neutral,chili cheese fry bad idea lunch
8625,neutral,got hour sleep
8626,neutral,lylameganmarsh happened sexy quote
8627,0,zo e aw well im sorry like july reason
8628,0,n dubbs curse you igloo dweller
8629,neutral,goodlaura trending say well there s tweetcannon http tinyurl com odrza
8630,0,lovekelsey coming detroit grand rapid october
8631,neutral,sitting home watching tv soo bored
8632,neutral,aknotofemma see shall
8633,0,djsteeley think less tribute parody
8634,0,pistol bee busy talk buddy yahoo
8635,neutral,going liverpool soon
8636,0,imjustdanni awww thats fair me im lil sad
8637,neutral,upgraded
8638,0,quot shipping amp handleing quot soooo expensive entire order ordering yet
8639,0,almost made reading comedy outlet headlining weekend took extra hour traffic basically doubled time
8640,neutral,twitter seat exam hall start min pray seat mpsh a blessed oh wisdom flow whee
8641,neutral,daaaaang up d sold
8642,neutral,alexburdz sorry bout cat
8643,neutral,happy mother day lt
8644,neutral,almost ready new beta found showstopping bug please standby
8645,neutral,need new sock
8646,neutral,watching laura s nephew dance
8647,neutral,forwarded email cool science event canberra friend thought sydney trekked wrong place
8648,neutral,getting hang twitter
8649,neutral,going work
8650,0,debut steve yes but i m going paid pub
8651,0,mowing hate lawn
8652,neutral,ericmillegan k enjoy dora explorer greeting niece
8653,neutral,chiefie hav ask
8654,neutral,carole im confused
8655,neutral,happy mother day mom tough job totally worth it
8656,neutral,i m goin bed now see ya tomorrow twitter ppl
8657,0,aaawww im soooooooo tired today dont feel good dont wanna go work wah yeah im goin work min til closing
8658,neutral,well nice loving new friend organiser too
8659,neutral,well fun evening
8660,neutral,going hibernate
8661,neutral,xxnapoleonsolo may th
8662,neutral,missy exactly feel right now
8663,0,damn got turn alarm woke am
8664,0,raining phl delay flight schedule bummed missing jay leno s last tonight s show today
8665,neutral,finished lunch subway eat fresh now gotta go back work
8666,0,yumifujii i ll miss y all back give lesleyboudy regard
8667,0,angrily told extemely abusive mentally emotionally amp physically made day nightss
8668,0,vian yeah real hard know get it smile
8669,0,dont get see boy tomorroww im sad
8670,0,miss talkin turkey really miss talkin turkey
8671,0,theroser miss much o
8672,neutral,stuartdavis c mon we re talking philos ophy love wisdom need quot mat quot context intersubjectively quot ground quot it
8673,neutral,pink bubble bath champ
8674,0,arghh found ianknaan going rock bell can t go
8675,neutral,found exit take thanks tianjinology
8676,neutral,astynes vcr
8677,neutral,writing first tweet
8678,neutral,hey guy group people belong quot pune institute compute technology quot college pune via http twibes com group pict
8679,neutral,noufah make full girl
8680,neutral,working watching milk
8681,neutral,truk dude could totally get sell denton musician profit
8682,neutral,learning use twitter
8683,neutral,sign tarte news http tinyurl com ddev intro newsletter first purchase for
8684,neutral,benzoenator i m sure peterblackqut would know
8685,0,hangin drinkin beer muffclassic dude brought new pair purple kick i m gonna wear act iii cover
8686,neutral,laralowell well know am
8687,neutral,im kinda bored anyone else think ill listen hip hop pretty good check www bseresults net
8688,0,tommcfly helllllloooooooooooo tom gig tonight sorry im sure show there miss uk hi hi hi hi hi xx
8689,0,awww poor holly
8690,0,convinced always wanted you signal give off damn think lost another friend
8691,neutral,tweetvisor happened real time feed friend feed like twitter website
8692,0,jeremyrylan i m mobile web let look awesome though and one read tweet anyway
8693,neutral,aint lyk othaa gurrrrrl dont lyk jonas brother kristi
8694,neutral,going work till then maybe ride horse take sister softball pratice
8695,neutral,safari beta o x crash loop startup back non cookie saving firefox
8696,neutral,judyobscure oh what s up
8697,0,p bgt fab sad thought greg awesome sad he s gone child always win situation sadly
8698,0,threefromleith poor you i m bank holiday monday today
8699,0,hate leaving teddy i m miss boy damn
8700,neutral,third driving lesson back office
8701,neutral,sleepless seattle
8702,neutral,cleaning room
8703,neutral,medbotjinx tfarp take moment translate nod quite welcome also dear probably best stay again
8704,neutral,doesnt understand twitter
8705,neutral,dizzydezzi needed watch white house correspondent s dinner would cheered up
8706,0,naiadrisa heh that s happened too hope rest week go better
8707,neutral,way home sunshine bag full stuff work
8708,neutral,cocabeenslinky morning i m garden getting air
8709,0,rumpelwald ne mus noch woche warten
8710,neutral,rainycitylove oui figured since day off i d better start brushing french far learnt bonjour oui
8711,neutral,limeice saw pic surely look like amisha patel like mum one
8712,neutral,balkrishnanv could be
8713,neutral,lao mein spanikopita haha would know
8714,0,snoozen think i ll home want next week work booked forseeable
8715,neutral,amber benson raining day
8716,0,co worker s last day going miss
8717,0,oliyoung
8718,neutral,angelazodiak aww maybe traumatized her
8719,0,chloecazrhi thankyouu
8720,neutral,ladyrubaiyat warm start digging
8721,0,nursebettie meanest lil boy ever lil girl everyone loved
8722,0,shaniquadenise sooo lucky fiance away w the marine corp haven t even seen yet
8723,neutral,it back pakistan http bkite com kbr
8724,0,bigfanfriday day amp go amp friggin loose life suck
8725,neutral,good morning
8726,0,back la la vagas nice trip nice food but lose slot machine
8727,0,adamtheeditor heard disappointing disappointed i ve even seen it waste c bale
8728,neutral,bcabeza i m going jordan amp jeffs wedding next weekend atl
8729,0,still white despite age sun
8730,neutral,i wanna be well argue gibbs win p finally someone know gibbs n tony
8731,neutral,kgwsunrise missed guy morning i m tacoma w kgw start day
8732,0,know neck jacked forced pay parking bc can t turn head parallel park free space
8733,neutral,lichfieldblog nickbrickett lichfield tweetup sound like fun hope see everyone else there
8734,neutral,utjenn u mean ur tired u go work u got ur wii work amp ur tired
8735,neutral,gguy within short time last clue
8736,neutral,judilynnfudge send ringtones iphones idk regular ringtones
8737,0,getting ready drop something man hang friend instead
8738,neutral,crazyonyou true well behaved woman rarely make history
8739,neutral,watched quot marley amp me quot cute movie going watch quot twilight quot soon love it
